time,sqNum,stnum,state_cb,sqDiff,stDiff,timeLastMsg,recentChange,MU1Cs,MU2Cs,MU3Cs,MU4Cs,Cs,consistency,threePhaseVSum,threePhaseCSum,threePhaseVMU1,MU1VoltageAngleA,MU1VoltageAngleB,MU1VoltageAngleC,threePhaseCurrentMU1,MU1CurrentAngleA,MU1CurrentAngleB,MU1CurrentAngleC,MU1Log,threePhaseVMU2,MU2VoltageAngleA,MU2VoltageAngleB,MU2VoltageAngleC,threePhaseCMU2,MU2CurrentAngleA,MU2CurrentAngleB,MU2CurrentAngleC,MU2Log,threePhaseVMU3,MU3VoltageAngleA,MU3VoltageAngleB,MU3VoltageAngleC,threePhaseCMU3,MU3CurrentAngleA,MU3CurrentAngleB,MU3CurrentAngleC,MU3Log,threePhaseVMU4,MU4VoltageAngleA,MU4VoltageAngleB,MU4VoltageAngleC,threePhaseCMU4,IED4_iA,IED4_iB,IED4_iC,MU4Log,any_relay,class
2,200,0,0,0,0,0,0,0,0,0,0,0,-11.5148749095778,2.23976261865471,0.737753138082283,0.581787266843564,3.14159265358979,3.14159265358979,0,0.320629994240858,0,0,3.14159265358979,0,0.572124485368794,3.14159265358979,3.14159265358979,0,0.0451561715662156,3.14159265358979,3.14159265358979,0,0,0.554703339101597,3.14159265358979,3.14159265358979,0,0.19031726808564,0,0,3.14159265358979,0,0.531147527340752,3.14159265358979,3.14159265358979,0,0.181649704189569,-0.155330744411212,-0.0797521441497186,0.235082888682807,0,0,1
2.2,220,0,0,0,0,0,0,0,0,0,0,0,-11.5148749088074,2.23976261868208,0.737753138080272,0.58178726685269,3.14159265358979,3.14159265358979,0,0.320629994240892,0,0,3.14159265358979,0,0.57212448537557,3.14159265358979,3.14159265358979,0,0.0451561715664646,3.14159265358979,3.14159265358979,0,0,0.554703339107595,3.14159265358979,3.14159265358979,0,0.190317268084555,0,0,3.14159265358979,0,0.531147527346226,3.14159265358979,3.14159265358979,0,0.181649704188361,-0.15533074443703,-0.0797521441367324,0.235082888695639,0,0,1
2.4,240,0,0,0,0,0,0,0,0,0,0,0,-11.5148749080532,2.23976261870897,0.7377531380783,0.581787266861603,3.14159265358979,3.14159265358979,0,0.320629994240881,0,0,3.14159265358979,0,0.572124485382207,3.14159265358979,3.14159265358979,0,0.0451561715667092,3.14159265358979,3.14159265358979,0,0,0.554703339113497,3.14159265358979,3.14159265358979,0,0.190317268083525,0,0,3.14159265358979,0,0.531147527351663,3.14159265358979,3.14159265358979,0,0.181649704187185,-0.155330744462618,-0.079752144123813,0.235082888708308,0,0,1
2.6,260,0,0,0,0,0,0,0,0,0,0,0,-11.5148749073072,2.23976261873524,0.73775313807624,0.581787266870437,3.14159265358979,3.14159265358979,0,0.320629994240809,0,0,3.14159265358979,0,0.572124485388698,3.14159265358979,3.14159265358979,0,0.0451561715669558,3.14159265358979,3.14159265358979,0,0,0.554703339119201,3.14159265358979,3.14159265358979,0,0.190317268082459,0,0,3.14159265358979,0,0.531147527356905,3.14159265358979,3.14159265358979,0,0.181649704186016,-0.155330744487893,-0.0797521441111061,0.235082888720878,0,0,1
2.8,280,0,0,0,0,0,0,0,0,0,0,0,-11.5148749065671,2.2397626187617,0.73775313807419,0.581787266879196,3.14159265358979,3.14159265358979,0,0.320629994240796,0,0,3.14159265358979,0,0.572124485395276,3.14159265358979,3.14159265358979,0,0.0451561715671961,3.14159265358979,3.14159265358979,0,0,0.55470333912502,3.14159265358979,3.14159265358979,0,0.19031726808139,0,0,3.14159265358979,0,0.53114752736221,3.14159265358979,3.14159265358979,0,0.181649704184808,-0.155330744513,-0.0797521440984027,0.23508288873328,0,0,1
3,300,0,0,0,0,0,0,0,0,0,0,0,-11.5148749058333,2.23976261878813,0.7377531380723,0.581787266887938,3.14159265358979,3.14159265358979,0,0.320629994240791,0,0,3.14159265358979,0,0.572124485401913,3.14159265358979,3.14159265358979,0,0.0451561715674427,3.14159265358979,3.14159265358979,0,0,0.554703339130778,3.14159265358979,3.14159265358979,0,0.190317268080383,0,0,3.14159265358979,0,0.531147527367496,3.14159265358979,3.14159265358979,0,0.181649704183683,-0.155330744537746,-0.0797521440859974,0.235082888745621,0,0,1
3.2,320,0,0,0,0,0,0,0,0,0,0,0,-11.5148749051081,2.23976261881383,0.737753138070401,0.581787266896462,3.14159265358979,3.14159265358979,0,0.320629994240791,0,0,3.14159265358979,0,0.572124485408299,3.14159265358979,3.14159265358979,0,0.0451561715676657,3.14159265358979,3.14159265358979,0,0,0.554703339136446,3.14159265358979,3.14159265358979,0,0.190317268079366,0,0,3.14159265358979,0,0.53114752737262,3.14159265358979,3.14159265358979,0,0.181649704182578,-0.15533074456225,-0.0797521440736977,0.235082888757825,0,0,1
3.4,340,0,0,0,0,0,0,0,0,0,0,0,-11.5148749043936,2.23976261883943,0.737753138068569,0.581787266904918,3.14159265358979,3.14159265358979,0,0.320629994240822,0,0,3.14159265358979,0,0.572124485414604,3.14159265358979,3.14159265358979,0,0.0451561715679129,3.14159265358979,3.14159265358979,0,0,0.554703339142108,3.14159265358979,3.14159265358979,0,0.19031726807838,0,0,3.14159265358979,0,0.531147527377799,3.14159265358979,3.14159265358979,0,0.181649704181455,-0.155330744586545,-0.0797521440614366,0.23508288876986,0,0,1
3.6,360,0,0,0,0,0,0,0,0,0,0,0,-11.5148749036864,2.23976261886493,0.73775313806667,0.581787266913368,3.14159265358979,3.14159265358979,0,0.320629994240796,0,0,3.14159265358979,0,0.572124485420961,3.14159265358979,3.14159265358979,0,0.0451561715681417,3.14159265358979,3.14159265358979,0,0,0.554703339147674,3.14159265358979,3.14159265358979,0,0.190317268077375,0,0,3.14159265358979,0,0.531147527382922,3.14159265358979,3.14159265358979,0,0.181649704180357,-0.1553307446106,-0.0797521440492803,0.235082888781758,0,0,1
3.8,380,0,0,0,0,0,0,0,0,0,0,0,-11.5148749029799,2.23976261889028,0.737753138064969,0.581787266921829,3.14159265358979,3.14159265358979,0,0.320629994240884,0,0,3.14159265358979,0,0.572124485427214,3.14159265358979,3.14159265358979,0,0.0451561715683849,3.14159265358979,3.14159265358979,0,0,0.554703339153367,3.14159265358979,3.14159265358979,0,0.190317268076415,0,0,3.14159265358979,0,0.53114752738787,3.14159265358979,3.14159265358979,0,0.181649704179285,-0.155330744634419,-0.0797521440372781,0.235082888793576,0,0,1
4,400,0,0,0,0,0,0,0,0,0,0,0,-11.5148749022954,2.23976261891443,0.737753138062988,0.581787266929764,3.14159265358979,3.14159265358979,0,0.320629994240827,0,0,3.14159265358979,0,0.572124485433221,3.14159265358979,3.14159265358979,0,0.0451561715685975,3.14159265358979,3.14159265358979,0,0,0.554703339158566,3.14159265358979,3.14159265358979,0,0.190317268075409,0,0,3.14159265358979,0,0.53114752739288,3.14159265358979,3.14159265358979,0,0.181649704178155,-0.15533074465793,-0.0797521440254838,0.235082888805292,0,0,1
4.2,420,0,0,0,0,0,0,0,0,0,0,0,-11.514874901613,2.23976261893895,0.737753138061063,0.581787266937951,3.14159265358979,3.14159265358979,0,0.320629994240692,0,0,3.14159265358979,0,0.572124485439474,3.14159265358979,3.14159265358979,0,0.045156171568824,3.14159265358979,3.14159265358979,0,0,0.55470333916385,3.14159265358979,3.14159265358979,0,0.190317268074448,0,0,3.14159265358979,0,0.531147527397677,3.14159265358979,3.14159265358979,0,0.181649704177098,-0.155330744681223,-0.0797521440137456,0.235082888816848,0,0,1
4.4,440,0,0,0,0,0,0,0,0,0,0,0,-11.5148749009342,2.23976261896341,0.737753138059349,0.581787266945828,3.14159265358979,3.14159265358979,0,0.320629994240796,0,0,3.14159265358979,0,0.572124485445528,3.14159265358979,3.14159265358979,0,0.0451561715690429,3.14159265358979,3.14159265358979,0,0,0.55470333916935,3.14159265358979,3.14159265358979,0,0.190317268073521,0,0,3.14159265358979,0,0.531147527402706,3.14159265358979,3.14159265358979,0,0.181649704175989,-0.155330744704244,-0.079752144002194,0.235082888828316,0,0,1
4.6,459,0,0,0,0,0,0,0,0,0,0,0,-11.5148749002673,2.23976261898733,0.737753138057475,0.581787266953843,3.14159265358979,3.14159265358979,0,0.320629994240702,0,0,3.14159265358979,0,0.572124485451559,3.14159265358979,3.14159265358979,0,0.0451561715692556,3.14159265358979,3.14159265358979,0,0,0.554703339174526,3.14159265358979,3.14159265358979,0,0.190317268072541,0,0,3.14159265358979,0,0.531147527407397,3.14159265358979,3.14159265358979,0,0.181649704174976,-0.155330744727139,-0.079752143990633,0.235082888839649,0,0,1
4.8,480,0,0,0,0,0,0,0,0,0,0,0,-11.5148748995987,2.239762619011,0.737753138055972,0.581787266961686,3.14159265358979,3.14159265358979,0,0.320629994240868,0,0,3.14159265358979,0,0.572124485457416,3.14159265358979,3.14159265358979,0,0.0451561715695022,3.14159265358979,3.14159265358979,0,0,0.55470333917981,3.14159265358979,3.14159265358979,0,0.19031726807167,0,0,3.14159265358979,0,0.531147527412087,3.14159265358979,3.14159265358979,0,0.181649704173931,-0.155330744749708,-0.0797521439793199,0.235082888850905,0,0,1
5,500,0,0,0,0,0,0,0,0,0,0,0,-11.5148748989578,2.23976261903426,0.737753138054011,0.5817872669693,3.14159265358979,3.14159265358979,0,0.320629994240791,0,0,3.14159265358979,0,0.572124485463179,3.14159265358979,3.14159265358979,0,0.0451561715696981,3.14159265358979,3.14159265358979,0,0,0.554703339184878,3.14159265358979,3.14159265358979,0,0.190317268070651,0,0,3.14159265358979,0,0.531147527416903,3.14159265358979,3.14159265358979,0,0.181649704172872,-0.155330744772056,-0.0797521439679787,0.235082888861912,0,0,1
5.2,520,0,0,0,0,0,0,0,0,0,0,0,-11.5148748982998,2.23976261905822,0.737753138052564,0.581787266977143,3.14159265358979,3.14159265358979,0,0.320629994240868,0,0,3.14159265358979,0,0.572124485469199,3.14159265358979,3.14159265358979,0,0.0451561715699494,3.14159265358979,3.14159265358979,0,0,0.554703339190234,3.14159265358979,3.14159265358979,0,0.190317268069841,0,0,3.14159265358979,0,0.531147527421644,3.14159265358979,3.14159265358979,0,0.181649704171905,-0.155330744794203,-0.079752143956872,0.235082888872953,0,0,1
5.4,540,0,0,0,0,0,0,0,0,0,0,0,-11.5148748976672,2.23976261908106,0.737753138050742,0.581787266984666,3.14159265358979,3.14159265358979,0,0.320629994240796,0,0,3.14159265358979,0,0.572124485474823,3.14159265358979,3.14159265358979,0,0.0451561715701418,3.14159265358979,3.14159265358979,0,0,0.554703339195085,3.14159265358979,3.14159265358979,0,0.190317268068927,0,0,3.14159265358979,0,0.531147527426485,3.14159265358979,3.14159265358979,0,0.181649704170878,-0.155330744816121,-0.0797521439458163,0.235082888883816,0,0,1
5.6,560,0,0,0,0,0,0,0,0,0,0,0,-11.5148748970354,2.23976261910379,0.737753138048862,0.581787266992165,3.14159265358979,3.14159265358979,0,0.320629994240759,0,0,3.14159265358979,0,0.572124485480563,3.14159265358979,3.14159265358979,0,0.0451561715703527,3.14159265358979,3.14159265358979,0,0,0.554703339200297,3.14159265358979,3.14159265358979,0,0.190317268067912,0,0,3.14159265358979,0,0.531147527430762,3.14159265358979,3.14159265358979,0,0.181649704169837,-0.155330744837882,-0.0797521439348293,0.23508288889459,0,0,1
5.8,580,0,0,0,0,0,0,0,0,0,0,0,-11.5148748964093,2.23976261912623,0.737753138047311,0.58178726699947,3.14159265358979,3.14159265358979,0,0.320629994240817,0,0,3.14159265358979,0,0.57212448548621,3.14159265358979,3.14159265358979,0,0.0451561715705475,3.14159265358979,3.14159265358979,0,0,0.554703339205221,3.14159265358979,3.14159265358979,0,0.190317268067072,0,0,3.14159265358979,0,0.531147527435327,3.14159265358979,3.14159265358979,0,0.181649704168875,-0.155330744859272,-0.0797521439241399,0.235082888905292,0,0,1
6,600,0,0,0,0,0,0,0,0,0,0,0,-11.5148748958006,2.23976261914806,0.737753138045555,0.581787267006535,3.14159265358979,3.14159265358979,0,0.320629994240713,0,0,3.14159265358979,0,0.572124485491565,3.14159265358979,3.14159265358979,0,0.045156171570748,3.14159265358979,3.14159265358979,0,0,0.554703339210084,3.14159265358979,3.14159265358979,0,0.190317268066223,0,0,3.14159265358979,0,0.531147527439879,3.14159265358979,3.14159265358979,0,0.181649704167871,-0.15533074488053,-0.0797521439134093,0.235082888915817,0,0,1
6.2,620,0,0,0,0,0,0,0,0,0,0,0,-11.5148748951882,2.23976261917022,0.737753138043903,0.581787267013989,3.14159265358979,3.14159265358979,0,0.320629994240754,0,0,3.14159265358979,0,0.572124485497119,3.14159265358979,3.14159265358979,0,0.0451561715709497,3.14159265358979,3.14159265358979,0,0,0.554703339214864,3.14159265358979,3.14159265358979,0,0.190317268065291,0,0,3.14159265358979,0,0.531147527444244,3.14159265358979,3.14159265358979,0,0.181649704166908,-0.155330744901504,-0.0797521439028598,0.23508288892624,0,0,1
6.4,640,0,0,0,0,0,0,0,0,0,0,0,-11.514874894583,2.23976261919263,0.73775313804236,0.581787267021236,3.14159265358979,3.14159265358979,0,0.320629994240661,0,0,3.14159265358979,0,0.572124485502638,3.14159265358979,3.14159265358979,0,0.0451561715711468,3.14159265358979,3.14159265358979,0,0,0.554703339219883,3.14159265358979,3.14159265358979,0,0.190317268064543,0,0,3.14159265358979,0,0.531147527448871,3.14159265358979,3.14159265358979,0,0.18164970416601,-0.155330744922324,-0.0797521438923886,0.235082888936589,0,0,1
6.6,660,0,0,0,0,0,0,0,0,0,0,0,-11.5148748939709,2.23976261921459,0.737753138041128,0.581787267028473,3.14159265358979,3.14159265358979,0,0.32062999424092,0,0,3.14159265358979,0,0.572124485508192,3.14159265358979,3.14159265358979,0,0.0451561715713635,3.14159265358979,3.14159265358979,0,0,0.554703339224699,3.14159265358979,3.14159265358979,0,0.190317268063747,0,0,3.14159265358979,0,0.531147527453223,3.14159265358979,3.14159265358979,0,0.181649704165098,-0.15533074494294,-0.079752143882088,0.235082888946906,0,0,1
6.8,680,0,0,0,0,0,0,0,0,0,0,0,-11.5148748933936,2.23976261923548,0.73775313803921,0.581787267035297,3.14159265358979,3.14159265358979,0,0.320629994240765,0,0,3.14159265358979,0,0.572124485513431,3.14159265358979,3.14159265358979,0,0.0451561715715628,3.14159265358979,3.14159265358979,0,0,0.554703339229298,3.14159265358979,3.14159265358979,0,0.19031726806278,0,0,3.14159265358979,0,0.53114752745745,3.14159265358979,3.14159265358979,0,0.181649704164103,-0.155330744963373,-0.0797521438717075,0.235082888956961,0,0,1
7,700,0,0,0,0,0,0,0,0,0,0,0,-11.5148748928248,2.23976261925503,0.737753138037402,0.58178726704164,3.14159265358979,3.14159265358979,0,0.320629994240744,0,0,3.14159265358979,0,0.572124485518554,3.14159265358979,3.14159265358979,0,0.0451561715717311,3.14159265358979,3.14159265358979,0,0,0.554703339233574,3.14159265358979,3.14159265358979,0,0.190317268061892,0,0,3.14159265358979,0,0.531147527461262,3.14159265358979,3.14159265358979,0,0.181649704163035,-0.155330744983498,-0.0797521438615655,0.235082888966943,0,0,1
7.2,720,0,0,0,0,0,0,0,0,0,0,0,-11.5148748922344,2.23976261927726,0.737753138036136,0.581787267048968,3.14159265358979,3.14159265358979,0,0.320629994240837,0,0,3.14159265358979,0,0.572124485523933,3.14159265358979,3.14159265358979,0,0.0451561715719443,3.14159265358979,3.14159265358979,0,0,0.554703339238509,3.14159265358979,3.14159265358979,0,0.190317268061131,0,0,3.14159265358979,0,0.531147527465852,3.14159265358979,3.14159265358979,0,0.181649704162223,-0.155330745003473,-0.0797521438515035,0.235082888976856,0,0,1
7.4,740,0,0,0,0,0,0,0,0,0,0,0,-11.5148748916662,2.23976261929755,0.737753138034526,0.581787267055723,3.14159265358979,3.14159265358979,0,0.320629994240744,0,0,3.14159265358979,0,0.572124485529056,3.14159265358979,3.14159265358979,0,0.045156171572131,3.14159265358979,3.14159265358979,0,0,0.554703339242856,3.14159265358979,3.14159265358979,0,0.190317268060321,0,0,3.14159265358979,0,0.531147527469916,3.14159265358979,3.14159265358979,0,0.18164970416133,-0.155330745023271,-0.0797521438415365,0.235082888986686,0,0,1
7.6,760,0,0,0,0,0,0,0,0,0,0,0,-11.5148748911075,2.23976261931757,0.737753138033066,0.581787267062112,3.14159265358979,3.14159265358979,0,0.320629994240744,0,0,3.14159265358979,0,0.572124485534016,3.14159265358979,3.14159265358979,0,0.0451561715723339,3.14159265358979,3.14159265358979,0,0,0.554703339247348,3.14159265358979,3.14159265358979,0,0.190317268059525,0,0,3.14159265358979,0,0.531147527474092,3.14159265358979,3.14159265358979,0,0.181649704160463,-0.155330745042875,-0.0797521438316936,0.235082888996446,0,0,1
7.8,780,0,0,0,0,0,0,0,0,0,0,0,-11.5148748905472,2.23976261933823,0.737753138031405,0.58178726706889,3.14159265358979,3.14159265358979,0,0.320629994240744,0,0,3.14159265358979,0,0.572124485539209,3.14159265358979,3.14159265358979,0,0.0451561715724906,3.14159265358979,3.14159265358979,0,0,0.554703339252079,3.14159265358979,3.14159265358979,0,0.190317268058702,0,0,3.14159265358979,0,0.531147527478055,3.14159265358979,3.14159265358979,0,0.181649704159468,-0.155330745062222,-0.0797521438219405,0.235082889006042,0,0,1
8,800,0,0,0,0,0,0,0,0,0,0,0,-11.5148748900071,2.23976261935785,0.737753138029708,0.581787267075234,3.14159265358979,3.14159265358979,0,0.32062999424063,0,0,3.14159265358979,0,0.57212448554403,3.14159265358979,3.14159265358979,0,0.0451561715726808,3.14159265358979,3.14159265358979,0,0,0.554703339256402,3.14159265358979,3.14159265358979,0,0.190317268057827,0,0,3.14159265358979,0,0.531147527482181,3.14159265358979,3.14159265358979,0,0.18164970415857,-0.155330745081381,-0.07975214381226,0.235082889015519,0,0,1
8.2,819,0,0,0,0,0,0,0,0,0,0,0,-11.5148748894461,2.23976261937914,0.737753138028617,0.581787267082103,3.14159265358979,3.14159265358979,0,0.320629994240723,0,0,3.14159265358979,0,0.572124485549385,3.14159265358979,3.14159265358979,0,0.0451561715728951,3.14159265358979,3.14159265358979,0,0,0.554703339261278,3.14159265358979,3.14159265358979,0,0.190317268057162,0,0,3.14159265358979,0,0.53114752748637,3.14159265358979,3.14159265358979,0,0.181649704157837,-0.155330745100417,-0.0797521438028463,0.235082889025141,0,0,1
8.4,840,0,0,0,0,0,0,0,0,0,0,0,-11.5148748889052,2.23976261939855,0.737753138027304,0.581787267088561,3.14159265358979,3.14159265358979,0,0.320629994240889,0,0,3.14159265358979,0,0.572124485554182,3.14159265358979,3.14159265358979,0,0.045156171573083,3.14159265358979,3.14159265358979,0,0,0.554703339265577,3.14159265358979,3.14159265358979,0,0.190317268056357,0,0,3.14159265358979,0,0.531147527490233,3.14159265358979,3.14159265358979,0,0.181649704156975,-0.155330745119142,-0.0797521437932901,0.23508288903431,0,0,1
8.6,860,0,0,0,0,0,0,0,0,0,0,0,-11.5148748883752,2.2397626194175,0.737753138025692,0.581787267094698,3.14159265358979,3.14159265358979,0,0.320629994240796,0,0,3.14159265358979,0,0.572124485559026,3.14159265358979,3.14159265358979,0,0.0451561715732339,3.14159265358979,3.14159265358979,0,0,0.554703339269804,3.14159265358979,3.14159265358979,0,0.190317268055605,0,0,3.14159265358979,0,0.53114752749397,3.14159265358979,3.14159265358979,0,0.181649704156058,-0.155330745137763,-0.0797521437838629,0.235082889043502,0,0,1
8.8,880,0,0,0,0,0,0,0,0,0,0,0,-11.5148748878682,2.23976261943559,0.737753138023639,0.581787267100538,3.14159265358979,3.14159265358979,0,0.320629994240567,0,0,3.14159265358979,0,0.57212448556352,3.14159265358979,3.14159265358979,0,0.0451561715733941,3.14159265358979,3.14159265358979,0,0,0.554703339273623,3.14159265358979,3.14159265358979,0,0.190317268054563,0,0,3.14159265358979,0,0.531147527497908,3.14159265358979,3.14159265358979,0,0.181649704155114,-0.155330745155915,-0.07975214377489,0.235082889052683,0,0,1
9,900,0,0,0,0,0,0,0,0,0,0,0,-11.5148748873428,2.23976261945585,0.737753138022502,0.581787267107156,3.14159265358979,3.14159265358979,0,0.32062999424065,0,0,3.14159265358979,0,0.572124485568713,3.14159265358979,3.14159265358979,0,0.0451561715735866,3.14159265358979,3.14159265358979,0,0,0.554703339278114,3.14159265358979,3.14159265358979,0,0.190317268053986,0,0,3.14159265358979,0,0.531147527501871,3.14159265358979,3.14159265358979,0,0.181649704154279,-0.155330745174465,-0.0797521437652627,0.235082889061606,0,0,1
9.2,919,0,0,0,0,0,0,0,0,0,0,0,-11.5148748868145,2.23976261947475,0.737753138021525,0.581787267113018,3.14159265358979,3.14159265358979,0,0.320629994240837,0,0,3.14159265358979,0,0.57212448557351,3.14159265358979,3.14159265358979,0,0.0451561715737756,3.14159265358979,3.14159265358979,0,0,0.554703339282365,3.14159265358979,3.14159265358979,0,0.190317268053338,0,0,3.14159265358979,0,0.531147527505859,3.14159265358979,3.14159265358979,0,0.181649704153574,-0.155330745192341,-0.0797521437565271,0.235082889070747,0,0,1
9.4,940,0,0,0,0,0,0,0,0,0,0,0,-11.5148748862993,2.23976261949401,0.737753138020238,0.581787267119269,3.14159265358979,3.14159265358979,0,0.320629994240993,0,0,3.14159265358979,0,0.57212448557826,3.14159265358979,3.14159265358979,0,0.0451561715739393,3.14159265358979,3.14159265358979,0,0,0.554703339286809,3.14159265358979,3.14159265358979,0,0.190317268052612,0,0,3.14159265358979,0,0.531147527509672,3.14159265358979,3.14159265358979,0,0.181649704152693,-0.155330745210217,-0.0797521437474779,0.235082889079572,0,0,1
